STUDYID,DOMAIN,TSSEQ,TSGRPID,TSPARMCD,TSPARM,TSVAL,TSVALNF,TSVALCD,TSVCDREF,TSVCDVER
VISION-NSCLC,INVALID,1,,THERAREA,Therapeutic Area,Oncology,,,,
VISION-NSCLC,aaa,1,,SPONSOR,Clinical Study Sponsor,PHARMACEUTICAL COMPANY,,,,
VISION-NSCLC,INVALID,1,,OBJPRIM,Trial Primary Objective,To evaluate the efficacy and safety of the investigational treatment,,,,
VISION-NSCLC,INVALID,1,,OBJSEC,Trial Secondary Objective,To evaluate pharmacokinetics and immunogenicity,,,,
VISION-NSCLC,aaa,1,,OUTMSPRI,Primary Outcome Measure,Change from baseline in primary endpoint,,,,
VISION-NSCLC,INVALID,1,,TTYPE,Trial Type,EFFICACY,,C49663,CDISC CT,2023-12-15
VISION-NSCLC,INVALID,1,,PCLAS,Pharmacologic Class,MONOCLONAL ANTIBODY,,,MED-RT,2023-09-01
VISION-NSCLC,INVALID,1,,STOPRULE,Study Stop Rules,Study may be stopped for safety concerns per DMC recommendation,,,,
VISION-NSCLC,INVALID,1,,FCNTRY,Planned Country of Investigational Sites,USA,,,,
VISION-NSCLC,INVALID,1,,REGID,Registry Identifier,NCT00000000,,,,
VISION-NSCLC,aaa,1,,NCOHORT,Planned Number of Subject Cohorts,1,,,,
VISION-NSCLC,aaa,1,,DCUTDTC,Data Cutoff Date,2024-09-27,,,,
VISION-NSCLC,aaa,1,,DCUTDESC,Data Cutoff Description,Final database lock,,,,
VISION-NSCLC,aaa,1,,SENDTC,Study End Date,2024-10-27,,,,
VISION-NSCLC,aaa,1,,EXTTIND,Extension Trial Indicator,N,,C49487,CDISC CT,2023-12-15
VISION-NSCLC,aaa,1,,PDPSTIND,Protocol Deviation Post Study Indicator,N,,C49487,CDISC CT,2023-12-15
VISION-NSCLC,INVALID,1,,PDSTIND,Protocol Deviation Study Indicator,N,,C49487,CDISC CT,2023-12-15
VISION-NSCLC,INVALID,1,,PIPIND,Protocol Investigative Product Indicator,N,,C49487,CDISC CT,2023-12-15
VISION-NSCLC,INVALID,1,,RDIND,Rare Disease Indicator,N,,C49487,CDISC CT,2023-12-15
VISION-NSCLC,INVALID,1,,ONGOSIND,Ongoing Study Indicator,N,,C49487,CDISC CT,2023-12-15
VISION-NSCLC,INVALID,1,,SDTIGVER,SDTM Implementation Guide Version,3.4,,,,
VISION-NSCLC,aaa,1,,SDTMVER,SDTM Model Version,2.0,,,,
